Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Cormondrèche;2036;00;1307;Milvignes;6416;NE;13.32%;6.875943345820903;46.980972344396285;fr;01.07.2008
Montmollin;2037;00;1358;Val-de-Ruz;6487;NE;89.33%;6.845904348685833;46.99334216618169;fr;01.07.2008
Montmollin;2037;00;1358;Neuchâtel;6458;NE;10.68%;6.871056170268937;46.999361662608216;fr;01.07.2008
Montezillon;2037;02;7977;Rochefort;6413;NE;100%;6.836144338205387;46.98677853251653;fr;01.07.2008
Valangin;2042;00;1308;Neuchâtel;6458;NE;99.61%;6.905435643122145;47.01685198161155;fr;01.07.2008
Valangin;2042;00;1308;Val-de-Ruz;6487;NE;0.40%;6.891320149218203;47.018413487021455;fr;01.07.2008
Boudevilliers;2043;00;1309;Val-de-Ruz;6487;NE;100%;6.885049563648922;47.03080579743316;fr;01.07.2008
Fontaines NE;2046;00;1310;Val-de-Ruz;6487;NE;100%;6.899915599504086;47.04258853;fr;01.07.2008
Fontainemelon;2052;00;1311;Val-de-Ruz;6487;NE;100%;6.887428163175186;47.055329296401226;fr;01.07.2008
La Vue-des-Alpes;2052;02;6156;Val-de-Ruz;6487;NE;100%;6.876005757;47.068883504769275;fr;01.07.2008
Cernier;2053;00;1312;Val-de-Ruz;6487;NE;100%;6.901288250665777;47.059209133699355;fr;01.07.2008
Chézard-St-Martin;2054;00;1313;Val-de-Ruz;6487;NE;100%;6.918573892558914;47.064344224522415;fr;01.07.2008
Les Vieux-Prés;2054;02;1314;Val-de-Ruz;6487;NE;100%;6.937491398;47.086754497401216;fr;01.07.2008
Dombresson;2056;00;1316;Val-de-Ruz;6487;NE;100%;6.956250427841518;47.07156130961858;fr;01.07.2008
Villiers;2057;00;1317;Val-de-Ruz;6487;NE;100%;6.971675841984544;47.07515132901114;fr;01.07.2008
Le Pâquier NE;2058;00;1318;Val-de-Ruz;6487;NE;100%;6.981454132912659;47.10186119756118;fr;01.07.2008
Vilars NE;2063;00;1321;Val-de-Ruz;6487;NE;100%;6.927639365645789;47.03176844878207;fr;01.07.2008
Engollon;2063;02;5887;Val-de-Ruz;6487;NE;100%;6.921829465545237;47.038048015697306;fr;01.07.2008
Fenin;2063;03;7631;Val-de-Ruz;6487;NE;100%;6.922334369746463;47.02526807163515;fr;01.07.2008
Saules;2063;04;7632;Val-de-Ruz;6487;NE;100%;6.939498194915909;47.038270346629915;fr;01.07.2008
Savagnier;2065;00;1322;Val-de-Ruz;6487;NE;100%;6.9541547097099015;47.05002706099489;fr;01.07.2008
Chaumont;2067;00;1323;Neuchâtel;6458;NE;68.38%;6.958361276225922;47.02794135022432;fr;01.07.2008
Chaumont;2067;00;1323;Val-de-Ruz;6487;NE;30.57%;6.965647404597277;47.039217943868245;fr;01.07.2008
Chaumont;2067;00;1323;Laténa;6513;NE;1.06%;6.988332464019206;47.062570900693785;fr;01.07.2008
Hauterive NE;2068;00;1324;Laténa;6513;NE;99.58%;6.971915393736384;47.013031648839856;fr;01.07.2008
Hauterive NE;2068;00;1324;Neuchâtel;6458;NE;0.42%;6.9675777063810065;47.00867052914558;fr;01.07.2008
St-Blaise;2072;00;1325;Laténa;6513;NE;94.59%;6.988449519;47.01584145;fr;01.07.2008
St-Blaise;2072;00;1325;Cornaux;6451;NE;3.11%;7.007376487630814;47.02551224537092;fr;01.07.2008
St-Blaise;2072;00;1325;Cressier (NE);6452;NE;2.30%;7.006297292382773;47.04510863798628;fr;01.07.2008
Enges;2073;00;1326;Laténa;6513;NE;98.43%;7.015105726574505;47.05945282511736;fr;01.07.2008
Enges;2073;00;1326;Le Landeron;6455;NE;1.57%;7.0315158087622684;47.072078512281955;fr;01.07.2008
Marin-Epagnier;2074;00;1327;Laténa;6513;NE;100%;7.008934490324161;47.00841823906944;fr;01.07.2008
Thielle;2075;01;6675;Laténa;6513;NE;97.48%;7.029611758996362;47.02153709;fr;01.07.2008
Thielle;2075;01;6675;Cornaux;6451;NE;2.53%;7.028625598491063;47.02320666;fr;01.07.2008
Wavre;2075;02;6676;Laténa;6513;NE;100%;7.020396228054374;47.02424728994811;fr;01.07.2008
Cornaux NE;2087;00;1330;Cornaux;6451;NE;99.33%;7.019330094015347;47.03775413;fr;01.07.2008
Cornaux NE;2087;00;1330;Cressier (NE);6452;NE;0.67%;7.014602352783597;47.043259725672236;fr;01.07.2008
Cressier NE;2088;00;1331;Cressier (NE);6452;NE;100%;7.034674320900649;47.04961094244355;fr;01.07.2008
Noiraigue;2103;00;1334;Val-de-Travers;6512;NE;97.58%;6.724054325314269;46.95522474158854;fr;01.07.2008
Noiraigue;2103;00;1334;Rochefort;6413;NE;1.34%;6.743801180933813;46.953124543437546;fr;01.07.2008
Noiraigue;2103;00;1334;La Grande Béroche;6417;NE;1.08%;6.7362945504080916;46.94249992902815;fr;01.07.2008
Travers;2105;00;1335;Val-de-Travers;6512;NE;99.31%;6.675251600970386;46.94111011723362;fr;01.07.2008
Travers;2105;00;1335;Les Ponts-de-Martel;6437;NE;0.69%;6.663752378349552;46.97248138272346;fr;01.07.2008
Couvet;2108;00;1336;Val-de-Travers;6512;NE;94.58%;6.631615485609979;46.92478014531545;fr;01.07.2008
Couvet;2108;00;1336;Provence;5566;VD;5.42%;6.674273759440332;46.91295623857443;fr;01.07.2008
Môtiers NE;2112;00;1338;Val-de-Travers;6512;NE;100%;6.612388871029424;46.90967389959945;fr;01.07.2008
Boveresse;2113;00;1339;Val-de-Travers;6512;NE;100%;6.599649052612366;46.91683164572519;fr;01.07.2008
Fleurier;2114;00;1341;Val-de-Travers;6512;NE;100%;6.582749057067467;46.90224113789649;fr;01.07.2008
Buttes;2115;00;1342;Val-de-Travers;6512;NE;98.88%;6.551349737;46.88821101824769;fr;01.07.2008
Buttes;2115;00;1342;La Côte-aux-Fées;6504;NE;1.12%;6.5162938701505615;46.85812091721307;fr;01.07.2008
Mont-de-Buttes;2116;00;1354;Val-de-Travers;6512;NE;100%;6.517063885816128;46.88356757201759;fr;01.07.2008
La Côte-aux-Fées;2117;00;1343;La Côte-aux-Fées;6504;NE;100%;6.489027881434127;46.86635360659446;fr;01.07.2008
St-Sulpice NE;2123;00;1344;Val-de-Travers;6512;NE;100%;6.563179277486591;46.91031503640666;fr;01.07.2008
Les Sagnettes;2124;00;1353;Val-de-Travers;6512;NE;99.05%;6.597454600325897;46.93454609652558;fr;01.07.2008
Les Sagnettes;2124;00;1353;La Brévine;6432;NE;0.95%;6.602615930792705;46.952233508316034;fr;01.07.2008
Les Verrières;2126;00;1346;Les Verrières;6511;NE;99.83%;6.479276623502183;46.90560236329612;fr;01.07.2008
Les Verrières;2126;00;1346;Val-de-Travers;6512;NE;0.17%;6.4700716964422025;46.95381466348416;fr;01.07.2008
Les Bayards;2127;00;1350;Val-de-Travers;6512;NE;100%;6.5224244874786566;46.91850564044652;fr;01.07.2008
Champ-du-Moulin;2149;00;1352;Rochefort;6413;NE;77.90%;6.773261197337474;46.96000141256962;fr;01.07.2008
Champ-du-Moulin;2149;00;1352;Boudry;6404;NE;22.11%;6.767988322172776;46.95613853124438;fr;01.07.2008
Fretereules;2149;02;7845;Rochefort;6413;NE;100%;6.766152943480614;46.962109752222894;fr;01.07.2008
Brot-Dessous;2149;03;7846;Rochefort;6413;NE;100%;6.748151685312321;46.95602046703691;fr;01.07.2008
Les Geneveys-sur-Coffrane;2206;00;1359;Val-de-Ruz;6487;NE;100%;6.850921257758384;47.01537963684878;fr;01.07.2008
Coffrane;2207;00;1360;Val-de-Ruz;6487;NE;100%;6.860785737827581;47.009259083025434;fr;01.07.2008
Les Hauts-Geneveys;2208;00;1361;Val-de-Ruz;6487;NE;100%;6.872918715967931;47.04708187574774;fr;01.07.2008
La Chaux-de-Fonds;2300;00;1364;La Chaux-de-Fonds;6421;NE;100%;6.826334027523198;47.10097556999297;fr;01.07.2008
La Cibourg;2300;08;1389;La Chaux-de-Fonds;6421;NE;100%;6.877150657045518;47.11783173119926;fr;01.07.2008
La Sagne NE;2314;00;1384;La Sagne;6423;NE;97.96%;6.800569701044091;47.04225794432883;fr;01.07.2008
La Sagne NE;2314;00;1384;La Chaux-de-Fonds;6421;NE;1.23%;6.841762306744251;47.072452224220015;fr;01.07.2008
La Sagne NE;2314;00;1384;Val-de-Ruz;6487;NE;0.55%;6.838293134059705;47.05543309643784;fr;01.07.2008
La Sagne NE;2314;00;1384;Les Ponts-de-Martel;6437;NE;0.27%;6.752516036;47.024592076324204;fr;01.07.2008
Les Ponts-de-Martel;2316;00;1385;Les Ponts-de-Martel;6437;NE;98.37%;6.730120264233764;46.997253471133064;fr;01.07.2008
Les Ponts-de-Martel;2316;00;1385;Val-de-Travers;6512;NE;1.63%;6.685903390527435;46.97387066560285;fr;01.07.2008
Petit-Martel;2316;02;1380;Les Ponts-de-Martel;6437;NE;100%;6.754816838148099;47.011301641803655;fr;01.07.2008
Brot-Plamboz;2318;00;1333;Brot-Plamboz;6433;NE;88.28%;6.750527830074702;46.97970192723052;fr;01.07.2008
Brot-Plamboz;2318;00;1333;Rochefort;6413;NE;5.98%;6.769231230142318;46.98916816444807;fr;01.07.2008
Brot-Plamboz;2318;00;1333;Val-de-Travers;6512;NE;5.29%;6.7057792781605325;46.96775682257249;fr;01.07.2008
Brot-Plamboz;2318;00;1333;Les Ponts-de-Martel;6437;NE;0.46%;6.711164671;46.973737244073625;fr;01.07.2008
Le Crêt-du-Locle;2322;00;1387;La Chaux-de-Fonds;6421;NE;98.04%;6.784206391640277;47.07724726484296;fr;01.07.2008
Le Crêt-du-Locle;2322;00;1387;Le Locle;6436;NE;1.96%;6.767412192067828;47.07874229633574;fr;01.07.2008
Les Planchettes;2325;00;1388;Les Planchettes;6422;NE;100%;6.7736974358222755;47.110181318669916;fr;01.07.2008
La Ferrière;2333;00;1390;La Ferrière;435;BE;82.77%;6.898695168296595;47.141349351742925;fr;01.07.2008
La Ferrière;2333;00;1390;Sonvilier;445;BE;17.03%;6.935027407343237;47.16236500769779;fr;01.07.2008
La Ferrière;2333;00;1390;Les Bois;6742;JU;0.20%;6.8977589982438365;47.155683004094996;fr;01.07.2008
La Cibourg;2333;02;7959;La Ferrière;435;BE;100%;6.895019388221662;47.122991068730975;fr;01.07.2008
Les Bois;2336;00;1391;Les Bois;6742;JU;99.67%;6.902478385;47.179460886784334;fr;01.07.2008
Les Bois;2336;00;1391;Le Noirmont;6754;JU;0.33%;6.917309026610164;47.202187390760756;fr;01.07.2008
Les Emibois;2338;00;1383;Muriaux;6753;JU;100%;6.989160740554341;47.23178723;fr;01.07.2008
Muriaux;2338;02;8004;Muriaux;6753;JU;100%;6.979108320834446;47.2459322;fr;01.07.2008
Le Noirmont;2340;00;1519;Le Noirmont;6754;JU;100%;6.955419043716235;47.22325809776877;fr;01.07.2008
Les Breuleux;2345;00;1516;Les Breuleux;6743;JU;96.21%;7.002446507435705;47.21067372912961;fr;01.07.2008
Les Breuleux;2345;00;1516;Muriaux;6753;JU;2.79%;7.004495218999578;47.22331018470981;fr;01.07.2008
Les Breuleux;2345;00;1516;Villeret;448;BE;1.00%;7.00913516;47.18821187102484;fr;01.07.2008
Le Cerneux-Veusil;2345;02;1517;Muriaux;6753;JU;53.73%;6.962448224549977;47.18426779001771;fr;01.07.2008
Le Cerneux-Veusil;2345;02;1517;Saint-Imier;443;BE;45.52%;6.9567693978962515;47.177578862156295;fr;01.07.2008
Le Cerneux-Veusil;2345;02;1517;Sonvilier;445;BE;0.75%;6.940988866001201;47.17969905258307;fr;01.07.2008
La Chaux-des-Breuleux;2345;03;1518;Les Breuleux;6743;JU;100%;7.027925874116005;47.22226304189291;fr;01.07.2008
Le Peuchapatte;2345;04;7965;Muriaux;6753;JU;76.83%;6.964904432842447;47.19739249;fr;01.01.2025
Le Peuchapatte;2345;04;7965;Le Noirmont;6754;JU;23.17%;6.954290824506322;47.19194227803718;fr;01.01.2025
Saignelégier;2350;00;1520;Saignelégier;6757;JU;100%;6.9963478271805135;47.256838495563485;fr;01.07.2008
Les Pommerats;2353;00;1521;Saignelégier;6757;JU;93.03%;6.985394350861158;47.27249155440793;fr;01.07.2008
Les Pommerats;2353;00;1521;Les Enfers;6745;JU;6.97%;7.009951245293844;47.29022424535266;fr;01.07.2008
Goumois;2354;00;1522;Saignelégier;6757;JU;100%;6.9535392937113665;47.26441922115581;fr;01.07.2008
Le Bémont JU;2360;00;9079;Le Bémont (JU);6741;JU;100%;7.021651265;47.26316642274404;fr;01.07.2008
Montfaucon;2362;00;9080;Montfaucon;6751;JU;99.02%;7.053927888243956;47.28003603018338;fr;01.07.2008
Montfaucon;2362;00;9080;Lajoux (JU);6750;JU;0.78%;7.1052267034535435;47.28171641744055;fr;01.07.2008
Montfaucon;2362;00;9080;Le Bémont (JU);6741;JU;0.20%;7.062585864259161;47.246271787008276;fr;01.07.2008
Montfavergier;2362;02;9081;Montfaucon;6751;JU;100%;7.089993339;47.308951690005046;fr;01.07.2008
Les Enfers;2363;00;9082;Les Enfers;6745;JU;97.58%;7.046305410735805;47.28847419;fr;01.07.2008
Les Enfers;2363;00;9082;Le Bémont (JU);6741;JU;2.42%;7.034661265444586;47.28122917100734;fr;01.07.2008
St-Brais;2364;00;9083;Saint-Brais;6758;JU;100%;7.1130827062792195;47.30470203563963;fr;01.07.2008
Le Locle;2400;00;1392;Le Locle;6436;NE;100%;6.750442103871425;47.05698992982153;fr;01.07.2008
Le Prévoux;2400;02;1402;Le Locle;6436;NE;76.76%;6.707379188869887;47.03830958748743;fr;01.07.2008
Le Prévoux;2400;02;1402;Le Cerneux-Péquignot;6434;NE;19.72%;6.702807179;47.03397149786847;fr;01.07.2008
Le Prévoux;2400;02;1402;La Chaux-du-Milieu;6435;NE;3.52%;6.725056244392068;47.03195339330316;fr;01.07.2008
La Chaux-du-Milieu;2405;00;1399;La Chaux-du-Milieu;6435;NE;95.39%;6.704524981309342;47.01328400570721;fr;01.07.2008
La Chaux-du-Milieu;2405;00;1399;Le Cerneux-Péquignot;6434;NE;4.61%;6.706222723228718;47.02286956803882;fr;01.07.2008
La Brévine;2406;00;1345;La Brévine;6432;NE;96.09%;6.604586054286727;46.98098001657926;fr;01.07.2008
La Brévine;2406;00;1345;Le Cerneux-Péquignot;6434;NE;3.91%;6.607475151658208;46.987082079773856;fr;01.07.2008
Les Taillères;2406;02;1348;La Brévine;6432;NE;100%;6.5742966727027605;46.971516675087535;fr;01.07.2008
La Châtagne;2406;03;1397;La Brévine;6432;NE;92.57%;6.638186651310931;46.98334295804918;fr;01.07.2008
La Châtagne;2406;03;1397;La Chaux-du-Milieu;6435;NE;7.43%;6.658491463423183;46.98630780204581;fr;01.07.2008
Le Brouillet;2406;04;1347;La Brévine;6432;NE;79.90%;6.544727182657495;46.961277221269675;fr;01.07.2008
Le Brouillet;2406;04;1347;Val-de-Travers;6512;NE;18.04%;6.509307265333608;46.94587302070042;fr;01.07.2008
Le Brouillet;2406;04;1347;Les Verrières;6511;NE;2.06%;6.491130723248199;46.93527070312844;fr;01.07.2008
Le Cerneux-Péquignot;2414;00;1403;Le Cerneux-Péquignot;6434;NE;100%;6.662694233047729;47.01561682666251;fr;01.07.2008
Les Brenets;2416;00;1404;Le Locle;6436;NE;100%;6.707163186982536;47.06759719028428;fr;01.07.2008
Biel/Bienne;2502;00;1428;Biel/Bienne;371;BE;100%;7.248081561703742;47.14204904564477;multiple;01.07.2008
Biel/Bienne;2503;00;1429;Biel/Bienne;371;BE;99.16%;7.256381081245383;47.132195221463995;multiple;01.07.2008
Biel/Bienne;2503;00;1429;Brügg;733;BE;0.72%;7.257642078355468;47.12184412319752;multiple;01.07.2008
Biel/Bienne;2503;00;1429;Nidau;743;BE;0.12%;7.246783030562616;47.129247186910185;multiple;01.07.2008
Biel/Bienne;2504;00;1430;Biel/Bienne;371;BE;99.30%;7.2737940048389165;47.14878117705799;multiple;01.07.2008
Biel/Bienne;2504;00;1430;Brügg;733;BE;0.37%;7.285449198559986;47.13965864955808;multiple;01.07.2008
Biel/Bienne;2504;00;1430;Orpund;744;BE;0.34%;7.287388201041736;47.14577163446231;multiple;01.07.2008
Biel/Bienne;2505;00;1431;Biel/Bienne;371;BE;99.06%;7.218466710301137;47.13067133460939;multiple;01.07.2008
Biel/Bienne;2505;00;1431;Twann-Tüscherz;756;BE;0.94%;7.203241195842891;47.12522609659364;multiple;01.07.2008
Tüscherz-Alfermée;2512;00;1432;Twann-Tüscherz;756;BE;100%;7.198048064780487;47.11660716871557;de;01.07.2008
Twann;2513;00;1433;Twann-Tüscherz;756;BE;95.13%;7.162406074199213;47.09854578310609;de;01.07.2008
Twann;2513;00;1433;Ligerz;740;BE;4.87%;7.151981258491147;47.09220566965115;de;01.07.2008
Ligerz;2514;00;1434;Ligerz;740;BE;85.64%;7.140370679619732;47.088757898671425;de;01.07.2008
Ligerz;2514;00;1434;La Neuveville;723;BE;14.36%;7.128674470153169;47.08216945699524;de;01.07.2008
Prêles;2515;00;1435;Plateau de Diesse;726;BE;100%;7.128515785885853;47.09588639954012;fr;01.07.2008
Lamboing;2516;00;1436;Plateau de Diesse;726;BE;86.86%;7.138008813052378;47.11760756942259;fr;01.07.2008
Lamboing;2516;00;1436;Twann-Tüscherz;756;BE;13.14%;7.170701623619862;47.120135377032575;fr;01.07.2008
Diesse;2517;00;1437;Plateau de Diesse;726;BE;100%;7.116463187062724;47.11342029312006;fr;01.07.2008
Nods;2518;00;1438;Nods;724;BE;99.65%;7.079706383;47.11471421026305;fr;01.07.2008
Nods;2518;00;1438;Val-de-Ruz;6487;NE;0.35%;7.028940438796424;47.121209204443936;fr;01.07.2008
La Neuveville;2520;00;1439;La Neuveville;723;BE;99.64%;7.096292321919627;47.06590408551515;fr;01.07.2008
La Neuveville;2520;00;1439;Le Landeron;6455;NE;0.36%;7.079322965162012;47.06596899699102;fr;01.07.2008
Lignières;2523;00;1440;Lignières;6456;NE;89.50%;7.062531497841456;47.083770239536086;fr;01.07.2008
Lignières;2523;00;1440;Nods;724;BE;2.92%;7.090274213309071;47.094472140060745;fr;01.07.2008
Lignières;2523;00;1440;Le Landeron;6455;NE;2.92%;7.0511870119087465;47.073720913389735;fr;01.07.2008
Lignières;2523;00;1440;Val-de-Ruz;6487;NE;2.62%;7.010376453279081;47.097718299852446;fr;01.07.2008
Lignières;2523;00;1440;La Neuveville;723;BE;2.04%;7.083489058031464;47.07692898262483;fr;01.07.2008
Le Landeron;2525;00;1441;Le Landeron;6455;NE;98.03%;7.069024008054663;47.05708503956949;fr;01.07.2008
Le Landeron;2525;00;1441;Gals;494;BE;1.98%;7.069277172839697;47.04521232532027;fr;01.07.2008
Magglingen/Macolin;2532;00;1442;Evilard;372;BE;98.04%;7.212912478945084;47.141265462559765;multiple;01.07.2008
Magglingen/Macolin;2532;00;1442;Biel/Bienne;371;BE;1.96%;7.2128214295171835;47.13786522459981;multiple;01.07.2008
Evilard;2533;00;1443;Evilard;372;BE;100%;7.239098333530531;47.15056982723264;fr;01.07.2008
Orvin;2534;00;1444;Orvin;438;BE;100%;7.215283952231392;47.160474096683146;fr;01.07.2008
Les Prés-d'Orvin;2534;02;1445;Orvin;438;BE;96.24%;7.170691765455846;47.15356934;fr;01.07.2008
Les Prés-d'Orvin;2534;02;1445;Nods;724;BE;2.38%;7.125640373098242;47.14822908514385;fr;01.07.2008
Les Prés-d'Orvin;2534;02;1445;Corgémont;431;BE;1.39%;7.147709252024483;47.163128763156294;fr;01.07.2008
Frinvillier;2535;00;1446;Sauge;449;BE;91.45%;7.256783470715809;47.16873285009138;fr;01.07.2008
Frinvillier;2535;00;1446;Péry-La Heutte;450;BE;5.98%;7.252701924892445;47.170435297326996;fr;01.07.2008
Frinvillier;2535;00;1446;Orvin;438;BE;2.56%;7.251814546772828;47.16771743;fr;01.07.2008
Plagne;2536;00;1447;Sauge;449;BE;98.22%;7.287242825620832;47.19029270613786;fr;01.07.2008
Plagne;2536;00;1447;Romont (BE);442;BE;1.78%;7.325536628;47.20167039291806;fr;01.07.2008
Vauffelin;2537;00;1448;Sauge;449;BE;100%;7.299137828602951;47.18787027417092;fr;01.07.2008
Romont BE;2538;00;1449;Romont (BE);442;BE;100%;7.340103131071595;47.18953205660803;fr;01.07.2008
Grenchen;2540;00;1450;Grenchen;2546;SO;100%;7.394184269888456;47.19431533;de;01.07.2008
Pieterlen;2542;00;1455;Pieterlen;392;BE;100%;7.337453790250363;47.17425666147594;de;01.07.2008
Lengnau BE;2543;00;1456;Lengnau (BE);387;BE;100%;7.368166800617653;47.18080103377464;de;01.07.2008
Bettlach;2544;00;1457;Bettlach;2543;SO;100%;7.421932672306915;47.20215731924064;de;01.07.2008
Selzach;2545;00;1459;Selzach;2556;SO;100%;7.452869100536071;47.20491028139925;de;01.07.2008
Orpund;2552;00;1461;Orpund;744;BE;99.19%;7.303825013370902;47.13986172722897;de;01.07.2008
Orpund;2552;00;1461;Brügg;733;BE;0.81%;7.290032971146785;47.136273650289496;de;01.07.2008
Safnern;2553;00;1462;Safnern;746;BE;100%;7.322811383;47.15029859788519;de;01.07.2008
Meinisberg;2554;00;1463;Meinisberg;390;BE;100%;7.349125093;47.16026157501189;de;01.07.2008
Brügg BE;2555;00;1464;Brügg;733;BE;100%;7.274527904;47.12458608255452;de;01.07.2008
Scheuren;2556;00;1466;Scheuren;747;BE;100%;7.317617293139811;47.132591371981185;de;01.07.2008
Schwadernau;2556;02;5761;Schwadernau;748;BE;100%;7.304264522181997;47.127665227347734;de;01.07.2008
Studen BE;2557;00;1467;Studen (BE);749;BE;98.82%;7.302274657355461;47.11216469;de;01.07.2008
Studen BE;2557;00;1467;Lyss;306;BE;0.59%;7.315364639587621;47.109346200241625;de;01.07.2008
Studen BE;2557;00;1467;Büetigen;382;BE;0.59%;7.319746377852496;47.111815457863806;de;01.07.2008
Aegerten;2558;00;1468;Aegerten;731;BE;100%;7.289023428251527;47.12028845534918;de;01.07.2008
Nidau;2560;00;1469;Nidau;743;BE;90.24%;7.241766597262545;47.124300468764005;de;01.07.2008
Nidau;2560;00;1469;Port;745;BE;9.76%;7.251145642415983;47.121743700330754;de;01.07.2008
Port;2562;00;1470;Port;745;BE;97.61%;7.252817720304535;47.11463146911933;de;01.07.2008
Port;2562;00;1470;Bellmund;732;BE;2.39%;7.248912041422764;47.11247527;de;01.07.2008
Ipsach;2563;00;1471;Ipsach;739;BE;97.94%;7.233242651898645;47.11335667027045;de;01.07.2008
Ipsach;2563;00;1471;Bellmund;732;BE;2.06%;7.238671647748609;47.110733287389486;de;01.07.2008
Bellmund;2564;00;1472;Bellmund;732;BE;100%;7.247276692441005;47.105573441965284;de;01.07.2008
Jens;2565;00;1473;Jens;738;BE;100%;7.261326078193461;47.099866344894224;de;01.07.2008
Sutz;2572;00;1475;Sutz-Lattrigen;750;BE;100%;7.215628166418855;47.100325998821454;de;01.07.2008
Mörigen;2572;02;5760;Mörigen;742;BE;100%;7.211640758684059;47.083929335419825;de;01.07.2008
Täuffelen;2575;00;1477;Täuffelen;751;BE;99.88%;7.199471152069442;47.06667910466787;de;01.07.2008
Täuffelen;2575;00;1477;Hagneck;736;BE;0.12%;7.192624879;47.06112364135232;de;01.07.2008
Gerolfingen;2575;01;6587;Täuffelen;751;BE;100%;7.201527518340882;47.074958793297384;de;01.07.2008
Hagneck;2575;02;5759;Hagneck;736;BE;96.47%;7.1881728256695965;47.05893717491209;de;01.07.2008
Hagneck;2575;02;5759;Täuffelen;751;BE;2.35%;7.1929456;47.057220488542406;de;01.07.2008
Hagneck;2575;02;5759;Lüscherz;497;BE;1.18%;7.177580320815501;47.05823884610365;de;01.07.2008
Lüscherz;2576;00;1478;Lüscherz;497;BE;85.41%;7.151914134152158;47.045863125357016;de;01.07.2008
Lüscherz;2576;00;1478;Vinelz;502;BE;14.59%;7.135956937588011;47.04126706856588;de;01.07.2008
Siselen BE;2577;00;1480;Siselen;499;BE;100%;7.1885746479948756;47.032168768091815;de;01.07.2008
Finsterhennen;2577;02;5905;Finsterhennen;493;BE;100%;7.179757425643384;47.02457526230359;de;01.07.2008
Péry;2603;00;1482;Péry-La Heutte;450;BE;98.62%;7.247887194909052;47.19260845441505;fr;01.07.2008
Péry;2603;00;1482;Romont (BE);442;BE;1.38%;7.333219077128356;47.21424332767733;fr;01.07.2008
La Heutte;2604;00;1483;Péry-La Heutte;450;BE;100%;7.224565229700823;47.19068731721154;fr;01.07.2008
Sonceboz-Sombeval;2605;00;1484;Sonceboz-Sombeval;444;BE;100%;7.172930491066472;47.19646176740298;fr;01.07.2008
Corgémont;2606;00;1485;Corgémont;431;BE;99.30%;7.141602323278493;47.19402824568823;fr;01.07.2008
Corgémont;2606;00;1485;Sonceboz-Sombeval;444;BE;0.71%;7.165873110161381;47.17788896;fr;01.07.2008
Cortébert;2607;00;1486;Cortébert;433;BE;100%;7.106934468890883;47.19012840960848;fr;01.07.2008
Courtelary;2608;00;1487;Courtelary;434;BE;100%;7.070950956882836;47.17875717964031;fr;01.07.2008
Montagne-de-Courtelary;2608;02;1488;Courtelary;434;BE;40%;7.081496929847282;47.166134752737065;fr;01.07.2008
Montagne-de-Courtelary;2608;02;1488;Cortébert;433;BE;40%;7.116515942640332;47.167983499222075;fr;01.07.2008
Montagne-de-Courtelary;2608;02;1488;Cormoret;432;BE;10.63%;7.061956521421134;47.14663426;fr;01.07.2008
